Current Attendence Sheet Data of HIS12513  |  All Type


-,2019-07-29-08:00:00-Lect-1H-ng,2019-07-31-10:00:00-Lect-2H-ng,2019-08-05-08:00:00-Lect-1H-ng,2019-08-07-10:00:00-Lect-2H-ng,2019-08-19-08:00:00-Lect-1H-ng,2019-08-21-10:00:00-Lect-2H-ng,2019-12-09-08:00:00-Lect-1H-ng,2019-12-16-08:00:00-Lect-1H-ng,2019-12-18-10:00:00-Lect-2H-ng,2019-12-30-08:00:00-Lect-1H-ng,2020-01-01-10:00:00-Lect-2H-ng,2020-01-06-08:00:00-Lect-1H-ng,2020-01-08-10:00:00-Lect-2H-ng,2020-01-13-08:00:00-Lect-1H-ng,2020-01-20-08:00:00-Lect-1H-ng,2020-01-22-10:00:00-Lect-3H-ng,2020-01-27-08:00:00-Lect-1H-ng,2020-01-29-10:00:00-Lect-2H-ng,2020-02-03-08:00:00-Lect-1H-ng,2020-02-05-10:00:00-Lect-1H-ng,2020-02-05-11:00:00-Lect-1H-ng,2020-02-10-08:00:00-Lect-1H-ng,2020-02-12-10:00:00-Lect-2H-ng,2020-02-17-08:00:00-Lect-1H-ng,2020-02-19-10:00:00-Lect-2H-ng,%
HS/2018/16995,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,78 %,
HS/2018/16996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2018/16999,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,64 %,
HS/2018/17000,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,94 %,
HS/2018/17002,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,89 %,
HS/2018/17003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2018/17005,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/17006,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2018/17012,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2018/17014,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,92 %,
HS/2018/17015,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2018/17017,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,E,1,1,1,1,81 %,
HS/2018/17022,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,83 %,
HS/2018/17024,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2018/17025,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/17028,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,56 %,
HS/2018/17030,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,53 %,
HS/2018/17031,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,86 %,
HS/2018/17032,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2018/17033,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,92 %,
HS/2018/17036,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/17037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,97 %,
HS/2018/17039,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,61 %,
HS/2018/17040,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/17043,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/17044,M,1,1,1,1,1,1,1,1,1,M,M,1,1,1,1,1,M,M,1,1,1,1,M,1,100 %,
HS/2018/17046,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2018/17054,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/17058,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,86 %,
HS/2018/17061,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/17063,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2018/17067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,94 %,
HS/2018/17068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,97 %,
HS/2018/17069,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,92 %,
HS/2018/17071,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,78 %,
HS/2018/17073,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/17075,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,81 %,
HS/2018/17077,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,83 %,
HS/2018/17079,E,E,E,E,1,E,1,1,1,1,0,1,1,1,E,1,1,1,0,1,E,0,1,E,1,89 %,
HS/2018/17080,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,53 %,
HS/2018/17081,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/17082,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,83 %,
HS/2018/17086,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2018/17098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 %,
HS/2018/17100,0,E,1,1,1,1,1,1,E,E,E,1,1,1,1,1,E,1,1,1,1,E,1,E,1,97 %,
HS/2018/17105,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2018/17107,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,86 %,
HS/2018/17111,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,53 %,
HS/2018/17112,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,75 %,
HS/2018/17113,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,53 %,
HS/2018/17114,0,E,0,1,1,1,1,1,1,E,E,1,1,1,1,1,1,1,1,1,0,1,1,E,1,92 %,
HS/2018/17119,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,78 %,
Total,124,153,225,239,237,232,207,241,240,230,225,233,240,228,225,246,227,231,190,248,238,222,240,221,233,
