Current Attendence Sheet Data of FDN22613  |  All Type


-,2019-07-29-16:00:00-Lect-1H-ng,2019-08-05-16:00:00-Lect-1H-ng,2019-08-06-13:00:00-Lect-2H-ng,2019-08-13-13:00:00-Lect-2H-ng,2019-08-19-16:00:00-Lect-1H-ng,2019-08-20-13:00:00-Lect-2H-ng,2019-12-09-16:00:00-Lect-1H-ng,2019-12-10-13:00:00-Lect-2H-ng,2019-12-16-16:00:00-Lect-1H-ng,2019-12-17-13:00:00-Lect-2H-ng,2019-12-23-13:00:00-Lect-1H-ng,2019-12-24-13:00:00-Lect-2H-ng,2019-12-31-13:00:00-Lect-2H-ng,2020-01-06-16:00:00-Lect-1H-ng,2020-01-07-13:00:00-Lect-2H-ng,2020-01-13-16:00:00-Lect-1H-ng,2020-01-14-13:00:00-Lect-2H-ng,2020-01-20-16:00:00-Lect-1H-ng,2020-01-21-13:00:00-Lect-2H-ng,2020-01-27-16:00:00-Lect-1H-ng,2020-01-28-13:00:00-Lect-2H-ng,2020-02-03-16:00:00-Lect-1H-ng,2020-02-10-16:00:00-Lect-1H-ng,2020-02-11-13:00:00-Lect-2H-ng,2020-02-17-16:00:00-Lect-1H-ng,2020-02-18-13:00:00-Lect-2H-ng,%
HS/2017/16478,0,0,1,1,M,M,M,M,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,82 %,
HS/2017/16479,0,1,1,1,1,0,M,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,82 %,
HS/2017/16485,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,85 %,
HS/2017/16486,E,E,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,82 %,
HS/2017/16487,0,1,M,1,1,M,1,1,1,1,M,M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2017/16488,0,1,0,M,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,M,M,1,1,1,1,1,82 %,
HS/2017/16489,0,1,1,M,1,M,0,1,1,1,1,M,1,1,0,0,1,1,1,1,1,0,1,1,1,1,85 %,
HS/2017/16490,0,1,1,M,1,1,0,0,1,1,1,1,M,1,1,1,1,1,1,M,M,M,1,1,1,1,90 %,
HS/2017/16492,0,0,1,0,1,1,1,0,M,M,1,M,1,0,M,1,1,1,M,1,M,1,1,1,1,1,82 %,
HS/2017/16493,0,1,1,0,1,1,1,0,1,M,1,M,1,1,1,1,1,1,1,0,1,0,1,1,1,1,82 %,
HS/2017/16494,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16495,0,1,M,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,M,M,1,1,1,1,90 %,
HS/2017/16496,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,M,1,1,85 %,
HS/2017/16497,0,0,1,0,1,0,1,M,1,M,1,1,1,1,M,M,1,0,1,1,1,M,1,1,1,1,82 %,
HS/2017/16500,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16505,0,1,0,0,1,M,1,1,1,1,1,1,1,1,1,1,M,1,1,1,1,1,M,1,1,1,87 %,
HS/2017/16507,0,0,1,1,0,0,M,M,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16509,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,56 %,
HS/2017/16511,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16514,0,1,0,M,1,1,1,1,M,1,1,1,1,1,0,1,1,1,1,1,M,M,1,1,1,1,87 %,
HS/2017/16516,0,M,M,M,1,0,M,M,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,85 %,
HS/2017/16518,0,M,M,0,1,0,0,0,1,1,1,1,1,1,1,0,M,1,1,1,1,M,1,1,1,1,77 %,
HS/2017/16521,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,87 %,
HS/2017/16523,M,1,M,M,1,M,1,1,1,1,M,1,0,1,1,1,M,1,1,1,1,1,1,1,1,1,95 %,
HS/2017/16526,0,1,1,1,1,0,M,M,M,M,M,1,M,1,M,M,1,1,1,1,M,1,1,0,1,1,87 %,
HS/2017/16528,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,21 %,
HS/2017/16531,0,1,1,0,1,0,M,M,1,1,M,1,1,1,1,1,1,1,M,1,1,1,1,1,1,1,87 %,
HS/2017/16532,M,0,M,M,1,M,M,M,1,1,1,M,1,M,M,1,M,1,1,1,1,1,1,1,1,0,92 %,
HS/2017/16533,0,0,1,0,1,0,1,1,1,1,1,1,1,M,1,M,1,1,1,1,1,0,1,1,1,1,82 %,
HS/2017/16534,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16535,0,1,M,0,1,1,M,M,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,85 %,
HS/2017/16536,0,1,0,1,1,1,1,1,M,M,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16539,0,M,1,M,1,1,M,M,1,0,E,M,M,1,0,1,0,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16540,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,92 %,
HS/2017/16541,0,M,M,M,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,44 %,
HS/2017/16544,0,0,1,0,1,0,0,1,1,1,M,M,1,1,M,1,M,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16546,M,1,1,M,1,M,1,1,M,1,1,M,M,0,1,1,1,1,1,1,1,0,0,0,1,1,87 %,
HS/2017/16548,0,0,1,1,1,1,0,1,1,1,E,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,85 %,
HS/2017/16549,M,0,M,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,82 %,
HS/2017/16553,M,1,1,1,1,1,0,1,1,1,1,M,M,1,1,M,1,1,1,M,1,1,1,1,1,1,97 %,
HS/2017/16556,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,82 %,
HS/2017/16565,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,85 %,
HS/2017/16566,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,95 %,
HS/2017/16567,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,87 %,
HS/2017/16569,0,1,0,1,0,1,1,M,M,M,E,M,M,1,1,1,1,1,M,M,M,1,1,0,1,1,85 %,
HS/2017/16571,0,1,1,0,M,M,M,1,1,1,1,1,0,0,1,1,1,1,1,1,1,M,1,1,1,1,85 %,
HS/2017/16572,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,M,0,1,1,0,1,67 %,
HS/2017/16573,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16575,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,69 %,
HS/2017/16577,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,59 %,
HS/2017/16580,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,87 %,
HS/2017/16581,0,0,1,1,1,M,1,1,1,1,M,M,M,1,M,1,1,1,1,1,M,M,1,1,M,1,95 %,
HS/2017/16583,0,1,1,0,1,0,1,1,1,1,E,M,M,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16585,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,56 %,
HS/2017/16587,0,0,1,M,1,M,1,1,0,M,0,M,M,1,1,M,1,1,1,1,1,0,1,1,0,1,85 %,
HS/2017/16588,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2017/16590,M,M,1,M,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,M,M,1,1,1,82 %,
HS/2017/16591,0,0,M,M,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,M,M,M,1,1,1,1,85 %,
HS/2017/16597,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,85 %,
HS/2017/16602,0,1,E,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,85 %,
HS/2017/16604,E,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,36 %,
HS/2017/16607,0,1,1,1,1,M,0,1,1,1,0,1,M,1,1,1,M,1,1,1,1,0,1,1,1,1,90 %,
HS/2017/16612,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,E,E,E,E,E,E,E,1,0,82 %,
HS/2017/16613,M,M,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,E,E,E,E,E,E,E,1,0,79 %,
Total,41,185,192,155,233,157,198,215,227,237,231,202,237,229,216,221,232,231,240,228,241,172,240,247,227,227,
