Current Attendence Sheet Data of SUP12513  |  All Type


-,2019-08-02-09:00:00-Lect-2H-ng,2019-08-06-13:00:00-Lect-1H-ng,2019-08-09-09:00:00-Lect-2H-ng,2019-08-13-13:00:00-Lect-1H-ng,2019-08-16-09:00:00-Lect-2H-ng,2019-08-20-09:00:00-Lect-2H-ng,2019-08-23-09:00:00-Lect-2H-ng,2019-12-10-12:00:00-Lect-1H-ng,2019-12-13-09:00:00-Lect-2H-ng,2019-12-20-09:00:00-Lect-2H-ng,2019-12-27-09:00:00-Lect-2H-ng,2019-12-31-13:00:00-Lect-1H-ng,2020-01-08-17:00:00-Lect-1H-ng,2020-01-17-09:00:00-Lect-2H-ng,2020-01-22-17:00:00-Lect-2H-ng,2020-01-24-16:00:00-Lect-1H-ng,2020-01-29-17:00:00-Lect-1H-ng,2020-01-31-15:00:00-Lect-2H-ng,2020-02-05-17:00:00-Lect-1H-ng,2020-02-07-16:00:00-Lect-1H-ng,2020-02-12-12:00:00-Lect-1H-ng,2020-02-14-15:00:00-Lect-2H-ng,2020-02-18-12:00:00-Lect-1H-ng,%
HS/2018/17073,M,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,83 %,
HS/2018/17074,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/17075,0,1,1,1,1,1,M,0,1,1,0,E,1,1,1,1,1,1,1,1,0,1,1,83 %,
HS/2018/17076,1,1,1,1,1,1,0,1,1,1,0,E,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/17077,M,1,1,1,1,1,M,0,1,1,1,0,E,1,1,0,0,1,1,0,1,1,1,86 %,
HS/2018/17078,0,0,1,0,1,1,0,0,1,1,0,E,0,0,1,0,0,0,0,1,0,1,1,49 %,
HS/2018/17079,E,E,1,E,E,1,E,1,1,1,E,1,1,1,1,E,E,0,1,0,1,0,1,86 %,
HS/2018/17080,0,1,0,0,0,1,0,0,1,0,0,E,0,0,0,0,0,0,0,0,0,0,0,17 %,
HS/2018/17081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2018/17082,M,1,1,1,M,1,M,M,1,1,M,1,1,1,M,1,1,1,1,1,1,1,0,97 %,
HS/2018/17083,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,91 %,
HS/2018/17084,1,0,1,1,1,1,0,1,1,1,0,E,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/17086,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/17087,1,1,1,M,1,1,M,1,1,M,1,M,1,1,1,M,1,M,1,1,1,1,1,100 %,
HS/2018/17088,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,83 %,
HS/2018/17089,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,86 %,
HS/2018/17090,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,83 %,
HS/2018/17091,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,66 %,
HS/2018/17092,M,1,1,M,1,1,M,1,1,M,1,1,1,1,1,M,1,1,M,M,1,1,1,100 %,
HS/2018/17093,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/17094,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/17096,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,83 %,
HS/2018/17098,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,86 %,
HS/2018/17099,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2018/17100,M,M,1,M,1,1,M,1,1,M,M,1,1,1,1,0,0,1,M,0,1,1,1,91 %,
HS/2018/17103,1,1,1,M,1,1,M,1,1,M,M,M,1,1,1,M,1,M,M,M,1,1,1,100 %,
HS/2018/17104,1,M,1,M,1,1,M,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,86 %,
HS/2018/17105,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/17106,M,1,1,M,1,1,M,M,1,M,M,1,1,M,1,M,M,M,1,M,1,1,1,100 %,
HS/2018/17107,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/17109,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,83 %,
HS/2018/17110,M,1,1,0,0,1,1,0,1,1,0,E,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/17111,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,57 %,
HS/2018/17112,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,63 %,
HS/2018/17113,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,66 %,
HS/2018/17114,1,1,1,M,1,1,M,M,1,M,M,1,1,M,1,M,M,1,1,1,1,1,1,100 %,
HS/2018/17115,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,86 %,
HS/2018/17116,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/17117,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,83 %,
HS/2018/17118,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/17119,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/17120,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,94 %,
Total,401,411,459,302,462,479,150,368,457,462,215,409,407,426,410,402,376,424,430,417,439,472,461,
